gvkey,ai_talent_perc,retention_perc,hire_percent,rcid,ai_salary_premium,emp_ai_sentiment,executive_ai_sentiment,conm
13375,.052916043,.98107302,.016994683,1536688,-.000024207742,0,,GCI LIBERTY INC -OLD
13380,.063774355,.95186448,.13423887,673405,.71004361,,,SAKS INC
13406,.0071942862,.98083824,.032354157,641872,.41591218,,,CALGON CARBON CORP
13421,.05723457,.98475873,.025004333,932371,.01668253,1,.4868547,CADENCE DESIGN SYSTEMS INC
13427,.080740862,.95960963,.026522489,835518,.18826522,,,BERKSHIRE HATHAWAY ENERGY CO
13480,.027725492,.99019611,.0098039219,64822,1.0417162,,,EBIX INC
13498,.043775022,.97087109,.032983329,597637,.15727136,,.5714286,CARNIVAL CORPORATION & PLC
13506,.041504405,.96543348,.012393359,61025,.5069477,.5,,QVC INC
13526,.035433728,.97940147,.020601597,69432,.360789,,,BUCKEYE PARTNERS LP
13554,.024661664,.95370197,.026870321,1390246,.9565962,,,TIMBERLAND CO  -CL A
13570,.047431573,.98023689,.037589051,651830,.66019511,,.6621154,MIDDLEBY CORP
13619,.022748273,.94653261,.031485382,827301,.36374944,,,ABIOMED INC
13623,.026308846,.95951539,.045506585,155638,.35497579,,.47619051,CONMED CORP
13646,.020233933,.96824497,.033138014,1100055,.73531717,.5,,TIFFANY & CO
13683,.06410256,.99572647,.0056980057,745975,.3396779,,,TELEFONICA SA
13700,.029406849,.96192592,.03931272,1009199,.44366449,,.33095241,DENTSPLY SIRONA INC
13710,.0057118437,.9795059,.0022847375,1009716,.057359964,,,SIX FLAGS ENTERTAINMENT CORP
13714,.062269494,.94875848,.052642137,451604,.32765844,,,PARAMOUNT SKYDANCE CORP
13721,.049549066,.97383237,.034408607,1061141,.39059898,,.37034482,ZOETIS INC
13759,.0045670671,.94744742,.022835335,623159,-.542386,,,MERITAGE HOSPITALITY GROUP
13765,.039215688,.97058821,.014705882,1114491,.42300454,,,NATURAL ALTERNATIVES
13782,.0174748,.97133684,.026904421,1409729,-.13265495,,,MULTI-COLOR CORP
13789,.0076279417,.98176724,.023256473,365013,.50203282,,,AIR METHODS CORP
13800,.0020555006,.99691784,.0041088886,1396158,.54766184,,,ALMOST FAMILY INC
13824,.1443356,.98330081,.029975317,1490159,.16127485,-.33333331,.44790387,FAIR ISAAC CORP
13839,.0078680981,.96302772,.041543428,171589,-.21502048,,,CAMBREX CORP
13906,.020408582,.97053123,.029458497,524160,.70956272,,,JOHNSON OUTDOORS INC  -CL A
13971,.031470068,.9754988,.052523471,368351,.36221436,,.30769232,METHANEX CORP
13988,.053063631,.9708643,.034943189,22142633,.26231343,0,.47628206,SCHWAB (CHARLES) CORP
13992,.0076142624,.99746835,.0012658228,600287,.19383287,,.60000002,EXTENDICARE INC
14027,.014199893,.9716053,.028488098,1271957,.54845315,,.12,CLEAN HARBORS INC
14062,.029412284,.9895221,.01049556,845899,.73466855,,,CCL INDUSTRIES  -CL B
14064,0,.98289621,.0064380043,384634,.26411653,,,MESTEK INC
14065,.017349552,.96738136,.033306364,790558,.25538945,,,CASCADES INC
14078,.012966219,.98685718,.013687347,1082838,.032029971,,,BOMBARDIER INC  -CL B
14084,.027958045,.97417176,.031089345,217372,.08380416,,,ALBANY INTL CORP  -CL A
14112,0,.98148149,0,903252,-.13767184,,,FRANKLIN WIRELESS CORP
14113,.10424982,.96315598,.061406747,648564,.074431449,,.23561725,MITEK SYSTEMS INC
14140,.049332649,.96698785,.038949635,775648,.16519374,.16666667,,BANCO SANTANDER SA
14154,.034453165,.97715503,.020507386,851364,-.48696259,,,LG&E AND KU ENERGY LLC
14163,.074344426,.95977885,.046432063,1446107,.034987949,1,,MCCLATCHY CO  -CL A
14172,.022514785,.98436826,.0050032856,1187178,.59031886,,,FULTON FINANCIAL CORP
14192,.022421638,.97644973,.015695145,355590,.41307238,,,GAINSCO INC
14219,.015569868,.97578478,.029887136,22269219,.55442685,,1,CADENCE BANK
14225,.015644196,.96465909,.027907003,122881,.4169375,,.22359906,FASTENAL CO
14269,.01342715,.99215388,.0050592059,351329,.24163274,,,HERBALIFE LTD
14275,.099098668,.97661602,.0011875422,588203,.34666631,,,FIRST REPUBLIC BANK
14282,.024131211,.9766717,.051640127,172733,.49740279,,,AMPHENOL CORP
14309,.030560527,.94066787,.063953489,7963094,.50703847,,0,INTERPARFUMS INC
14311,.038950868,.95946002,.03681669,739474,.2891928,,.2820513,POLARIS INC
14312,0,1,0,198008,.80042452,,,EMPIRE CO LTD  -CL A
14320,.041847043,.95086581,.030880231,755099,-.20667049,,,INTERCEPT PHARMA INC
14324,.025974201,.99480516,.0025906735,388445,.058343016,,,ALTERA CORP
14330,.010384994,.97185254,.01996511,20925228,.31467864,,,WEST FRSER TMBR CO LTD
14359,.035231661,.93896961,.00050025014,877344,.31904879,,,PIONEER NATURAL RESOURCES CO
14370,.016865607,.98254055,.014230414,1134784,.34477162,.06666667,.63823807,MANPOWERGROUP
14401,0,.97894502,0,1315438,.27193764,,,INVESTORS TITLE CO
14412,.026282212,.93984461,.056895509,713163,.58120298,1,,SOTHEBY'S
14418,.025933851,.98251361,.01374261,112183,.64062202,,.13756615,MGM RESORTS INTERNATIONAL
14437,.016528925,.97933888,.020661157,1334043,-.072900772,,,ATLANTIC CITY ELECTRIC CO
14438,.034446225,.97836876,.011801405,1401946,.30910438,1,,ADT CORP
14447,.026569709,.96807635,.035686381,22144738,.39159542,,,LVMH MOET HENNESSY LOUIS V
14477,.02336836,.97906226,.024510052,903518,.33100748,1,.20541885,WASTE MANAGEMENT INC
14489,.10526211,.97130787,.021123486,22142190,.16470474,,.48581266,DELL TECHNOLOGIES INC
14535,.041093491,.96473843,.025398105,161469,.082059316,,.41276267,EW SCRIPPS  -CL A
14538,.029650124,.97527856,.020273354,1427695,.21798645,,,TEVA PHARMACEUTICALS
14551,.027902003,.98267061,.062342018,22146369,-.034875613,,,SILVERCREST ASSET MGT
14590,.045115955,.98027378,.02929949,1171943,.19649835,,.42980653,FREEPORT-MCMORAN INC
14603,.033951908,.97998512,.016966429,806964,.02241016,-.2,,AVID BIOSERVICES INC
14605,.080696471,.94993508,.071307443,329436,.0096178791,.34523809,,WPP PLC
14620,.032735005,.98102456,.019523656,22151288,.55874872,-1,,ELECTROLUX AB
14624,.086388707,.94885254,.049060527,416104,.53563279,,,ODP CORP
14650,.12978947,.95262432,.026842434,1066592,.42564872,.5,,BMC SOFTWARE INC
14790,.0074766092,.96603453,.043994788,364664,.055308979,,.5,MERITAGE HOMES CORP
14794,.012739371,.94579685,.047671214,792915,.4164705,,.53846157,CORE MOLDING TECHNOLOGIES
14802,.0099261086,.96779561,.037130542,1482983,.27284175,1,,NATIONAL AUSTRALIA BK
14822,.063193604,.96249223,.053482935,255035,.031695481,,,BERKLEY (W R) CORP
14894,.046477273,.98872477,.007537879,22144692,.20260037,.80000001,,VODAFONE GROUP PUBLIC LTD
14898,.04410056,.95232701,.024077464,13284,-.13874389,,,3D SYSTEMS CORP
14912,.060903929,.97931039,.016554631,160877,-.013218476,,,SOUTHERN CALIFORNIA EDISON
14934,.048680253,.98195326,.017847801,110910,.4014535,,.52109951,DEVON ENERGY CORP
14954,.02896833,.97713858,.024371881,350837,.52095103,,.71428573,LINDSAY CORP
14983,.056471281,.93473643,.077104643,1049277,1.0042244,,,CHAMPIONS ONCOLOGY INC
15038,.030900635,.96285844,.030825771,1436647,.28369632,1,,INTERFOR CORP
15044,.11786543,.94270623,.043022312,1116644,.16801018,.32056737,.53958869,WORKDAY INC
15056,.12638415,.95036787,.014588425,275129,-.12451859,,,XURA INC
15092,.0026570305,.98641837,.0069726091,528491,.95225185,,,CEC ENTERTAINMENT INC
15106,.05742646,.96595681,.021937964,525397,.49561515,,,BECKMAN COULTER INC
15153,.047439534,.97269082,.052341495,470440,.34977281,,.83333337,FEDERAL AGRICULTURE MTG CP
15171,.023715787,.94860017,.061257966,569796,.01611615,,,OGLETHORPE POWER CORP
15172,.029349949,.99532926,.00079878623,1381640,-.37814191,,,FIAT CHRYSLER AUTOMOBILES NV
15181,.034377944,.97981,.033546574,22151099,-.055037566,,,BANCO BILBAO VIZCAYA ARGENTA
15208,.14322054,.96881723,.030277342,871779,.11501949,0,,FEDERAL HOME LOAN MORTG CORP
15247,.019977327,.98292291,.020857539,230327,.0010148684,,.68888891,VALERO ENERGY CORP
15252,.040210143,.9647404,.055061631,1304058,.057475481,,.58571434,TRIMAS CORP
15267,.040757261,.96290088,.046554297,546509,.2627838,,.29573733,IDEX CORP
15319,.033978615,.96892798,.030453766,385756,.45131105,,,REPSOL SA
15337,.0079288539,.9900949,.0059525697,223426,-.029055746,,,EMMIS CORP
15343,.010240817,.98480189,.0084175086,1208005,.0087660477,,,MUELLER INDUSTRIES
15364,.027589317,.91497982,.050618418,1511545,.13080353,,,ARGO GROUP INTL HOLDINGS LTD
15414,.051719017,.96597791,.044048723,440342,.05889893,,.39558065,BIO-TECHNE CORP
15417,.026291102,.99906194,.0018761726,603001,.83236408,-.77777779,,BROWN & BROWN INC
15420,.16444136,.97698891,.045890614,1037268,.1051548,,,AMBARELLA INC
15444,.026785044,.9690603,.05890527,685324,.32087713,,,CRH PLC
15505,.019355644,.97739756,.019272394,703993,.34353611,,,AIB GROUP PLC
15509,.044368863,.97886288,.017620085,564952,-.0087836152,.23232323,,HSBC HLDGS PLC
15520,.036116801,.96835387,.018588413,735371,.72522128,,,SIGNET JEWELERS LTD
15521,.029419238,.98302495,.013211408,441320,.6244036,,,STAPLES INC
15532,.037116725,.96871114,.037689168,792141,-.039877471,.41666666,,BNP PARIBAS
15539,.015588077,.94586468,.082277119,1489898,1.3020018,,,PARATEK PHARMACEUTCLS INC
15545,.015957899,.99203515,.0052910051,1367110,.5798409,,,AVIVA PLC
15576,.058431059,.97273177,.033980913,532877,-.12015535,1,,DEUTSCHE BANK AG
15580,.048851967,.96757257,.032830752,208520,.11803573,1,,BANK OF MONTREAL
15581,.030314077,.97283715,.045743089,950402,.055794124,.6111111,.41326496,CANADIAN IMPERIAL BANK
15582,.050514437,.96324539,.037820324,393550,.13602293,.5,,BANK OF NOVA SCOTIA
15598,.048606794,.99075127,.0051950486,439276,.05473695,,,AEGON LTD
15613,.054756962,.97323579,.03901777,1336907,-.009360387,1,,NOMURA HOLDINGS INC
15617,.022017628,.96384907,.043056823,22143934,-.0088642677,,,ING GROEP NV
15620,0,.98268294,.034860861,634255,-.37142688,,.54285717,NATIONAL BANK CANADA
15633,.047622126,.97406471,.0357842,22143384,.2251372,.70999998,.43930298,ROYAL BANK OF CANADA
15634,.031567022,.98601401,.02105289,597490,.17227019,.66666669,,NATWEST GROUP PLC
15659,.019259259,.9537037,.065555558,20931242,.60775816,,,TOKIO MARINE HOLDINGS INC
15679,0,1,0,22145588,.10328901,,,UNITED OVERSEAS BANK LTD
15704,.077945866,.97315013,.029730376,22179102,.20608453,.47999999,.45766148,THOMSON-REUTERS CORP
15706,.045141302,.9753086,.029920377,1416824,.17975199,.64285713,.33664793,TORONTO DOMINION BANK
15724,.020713456,.97531784,.037465222,619531,.3078447,1,,ALLIANZ SE
15743,.050510205,.99000001,.01510204,1160178,1.3437481,.58333331,,DBS GROUP HOLDINGS LTD
15784,.039989948,.98055446,.024255615,1159801,-.086146779,1,,SOCIETE GENERALE GROUP
15855,.088872299,.98001128,.040406622,53443,.42219278,.56666666,,GEN DIGITAL INC
15929,.033149287,.98710525,.0073665073,330434,.40253693,.081267215,,LLOYDS BANKING GROUP PLC
16009,.014632175,.95951474,.025820225,992906,-.13756169,,,SPORTSMANS WAREHOUSE HLDGS
16051,.050532851,.96543568,.043607064,355464,.21950677,-1,,ALLIANCEBERNSTEIN LP
16058,.073689319,.95072818,.039126214,128503,.33929262,,,SCORE MEDIA AND GAMING INC
16066,.0069771116,.92868519,.10475999,209548,-.15341891,,,MONROE CAPITAL CORP
16101,.050201897,.97212291,.036255565,903784,.23932895,-1,1,ABBVIE INC
16116,.051931515,.971573,.053804174,962962,.065023266,.33333334,,CYRUSONE INC
16188,.15255398,.94659376,.039609749,1271407,-.25424632,1,.44086742,COGNEX CORP
16348,.046349492,.96797544,.039059918,756280,-.27630424,,,INTESA SANPAOLO SPA
16384,.041478045,.97809052,.044562053,24434,.20987402,,.6084559,VOYA FINANCIAL INC
16401,.054837964,.97771078,.021843992,119087,.041241344,,,CIRRUS LOGIC INC
16416,.1145725,.94898069,.071562305,805338,.040220905,,,RUCKUS WIRELESS INC
16453,.03334678,.95604116,.045707483,235604,.021542542,,,NEOGEN CORP
16456,.017455975,.97831017,.016385445,29586,.2818327,,,HANGER INC
16476,.041897334,.97312641,.023859594,939738,.85473138,0,.46428573,LEVI STRAUSS & CO
16477,.026037816,.97988421,.015669582,367297,.36955732,,.45818123,LEAR CORP
16478,.051772587,.9774394,.026475551,1194040,.14748754,,.4460592,EOG RESOURCES INC
16486,.008017377,.98275036,.024291661,7416873,.46566755,,,BOISE CASCADE CO
16582,.038211063,.97040248,.028003488,502293,.32099569,1,.35170069,NUTRIEN LTD
16597,.084170856,.9723618,.025125628,945567,-.22876665,1,.43835497,LATTICE SEMICONDUCTOR CORP
16603,.040565535,.96850014,.030281624,1084122,.43420401,0,,NESTLE SA/AG
16653,.01048218,.96498954,.043396227,20930118,-.08665362,,.66968328,TAYLOR MORRISON HOME CORP
16668,.0075410544,.94893402,.054811291,145618,-.18161646,,,ARROW FINANCIAL CORP
16710,.068615988,.98730302,.025442392,896391,-.36943543,,.59391832,DIGI INTERNATIONAL INC
16721,.082174204,.97382653,.025079131,864694,.14308207,1,,ELECTRONIC ARTS INC
16732,0,.89999998,0,21026620,.23438625,,,WELL HEALTH TECHNOLOGIES
16738,.042070441,.982768,.006247499,22227644,.12803829,,,HOUGHTON MIFFLIN HARCOURT CO
16745,.014249492,.95816433,.038159229,22225081,-.095626913,,,PROTHENA CORPORATION PLC
16748,.014235055,.99645388,.0035460992,945474,.43228245,,,CENTURY BANCORP INC/MA
16777,.010652633,.96805805,.029289423,22142251,.054636333,,,FIRST BANCORP/NC
16781,.0070797345,.99115038,.011488906,22142145,.82011384,,,CITY HOLDING CO
16790,.0082353055,.97352177,.035294168,632236,.51385301,,,COMMUNITY FINANCIAL SYST INC
16832,.031115409,.97300839,.041831471,1206491,.30527321,,,GLACIER BANCORP INC
16845,.0096221287,.97523165,.022446193,7522520,.79713136,,,FIRST MERCHANTS CORP
16848,.028142013,.9743706,.06135495,1003302,.068937138,,,TRAVERE THERAPEUTICS INC
16892,.010484377,.96446711,.030160319,1507039,.66285539,,,TRI POINTE HOMES INC  -OLD
16967,0,.95788044,.031702898,979072,-.058334261,,,HINGHAM INSTN FOR SAVINGS
17001,.079469241,.96534157,.010257489,305293,-.19129068,,,FUBOTV INC
17056,.075757578,1,0,618716,1.1081154,,,XOOM CORP
17074,0,.959674,.055367872,1148909,.097421981,,,NAVIGATORS GROUP INC
17115,.035062686,.96704817,.031603731,1392010,.080940843,,.27619049,SELECTIVE INS GROUP INC
17130,.071024746,.9712584,.0405774,411696,.212061,,,SANTANDER HOLDINGS USA INC
17131,.0095695974,.9856227,0,976659,.12616204,,,INDEPENDENCE HOLDING CO
17132,.029179711,.96960557,.030699285,22142868,.23752709,1,,WSFS FINANCIAL CORP
17150,0,1,0,474593,.43487847,,,WEBSTER FINANCIAL CORP
17151,.015730524,.96984357,.0653551,22142797,.42741185,,,WESBANCO INC
17197,.076722905,.97900218,.025753768,924771,.21576528,,,GENERAL MOTORS FINL CO INC
17239,.0067234179,.98989916,.0039838264,513937,2.1469491,,,KINDRED HEALTHCARE INC
17240,.010362694,.97927463,.020725388,353594,.31662115,,,TOMPKINS FINANCIAL CORP
17252,.02570365,.96429908,.023559054,277033,-.27295783,,,UNITED FIRE GROUP INC
17254,.0023942599,.99262249,.0089756083,386979,.24553755,,,HEALTHMARKETS INC
17277,.027880669,.96342242,.040222403,20929859,.054518126,,,NV5 GLOBAL INC
17285,.062828943,.96348685,.015679825,247592,.40157768,,,CRIMSON WINE GROUP LTD
17291,.059821427,.83348215,.12991071,22150462,-.045522884,,,AZURE HOLDING GROUP CORP
17420,.026847733,.97684819,.026814356,1118377,.026817586,,,ATLAS COPCO AB (PUBL)
17436,.028950248,.97658157,.022663161,435830,.21054572,-1,,BASF SE
17452,.037560292,.97030979,.030976895,921937,.31054482,,,DANONE SA
17485,.10396294,.873649,.016083376,177221,.013483822,,,DARIOHEALTH CORP
17553,.09246365,.96514976,.026512563,210447,.200654,0,,MODEL N INC
17639,.03202283,.96136928,.032860346,925850,.39558074,,.039136309,AMERICAN HOMES 4 RENT
17693,.10164918,.98529285,.0016233766,505274,.17058688,,,MARKETO INC
17695,.12960276,.96493733,.013512162,110518,.30808294,,,TABLEAU SOFTWARE INC
17754,.035886802,.91815925,.051639378,517282,-.4847362,,,AUDIOEYE INC
17828,.1622279,.9824388,.0055213915,119622,.081902683,,,MERCEDES BENZ GROUP AG
17874,.060073826,.97907686,.020303626,22226748,.29876715,.33333334,.28526735,T-MOBILE US INC
17911,.011140662,.96415186,.015387772,653007,-.19120036,,,CLAIRE'S INC  -REDH
17928,.067820318,.94473982,.040246349,22243162,.063300058,,.4941954,IQVIA HOLDINGS INC
17934,.0066020349,.9769122,.022031847,763038,1.4844264,,,SPROUTS FARMERS MARKET
17997,.051208384,.97751713,.020784087,1152059,-.15084298,,,CONSTELLIUM SE
18004,.0087597445,.9352231,.044703458,369486,-.20708054,,,CENTURY COMMUNITIES INC
18035,.0065253028,.98531008,.024472546,1149179,.65995526,,,EXCHANGE BK SANTA ROSA CALIF
18036,.050450861,.95885348,.01537201,20929698,.51887369,,.42675439,VISTANCE NETWORKS INC
18043,.071617089,.98430204,.018314265,510254,.50168222,,.48069093,NEWS CORP
18047,.0061301016,.97768575,.010054052,80450,1.3084382,,,NOODLES & CO
18049,.025206041,.9616468,.044059444,856372,-.077536218,,.51452571,F N B CORP/FL
18050,.14258607,.97121024,.0086280201,1337462,.073840342,.11428571,,LUXOFT HOLDING INC
18071,.015693139,.93785703,.049467172,22150592,-.53193682,,-1,REXFORD INDUS REALTY
18086,.028301656,.98679483,.011827923,23454608,.29644164,,,MALLINCKRODT PLC
18159,.015121581,.9617908,.058668945,1062606,-.12309311,,,AGIOS PHARMACEUTICALS
18204,.0027473357,.96568096,.057784624,480145,.60711575,,,ANI PHARMACEUTICALS INC
18290,.028171025,.96056056,.050469782,1097339,.27957505,,,DSS INC
18293,.013428262,.98026311,0,1440794,.11261283,,,CLEARWAY ENERGY INC
18306,.051321521,.98582089,.0065679657,22150610,1.1825485,,,SANTANDER CONSUMER USA HLDGS
18312,.019442067,.97406942,.023879532,8002708,.63581377,,.35825583,US FOODS HOLDING CORP
18322,.069278374,.94889754,.056046762,22178396,.094056942,,,CVENT INC
18329,0,.97368419,0,447757,1.2705989,,,FIRST BUSEY CORP
18339,.012753389,.93198609,.06167765,21004313,.54295158,,,CLUBCORP HOLDINGS INC
18383,.017761324,.9492501,.049114212,636734,.56168842,,1,BRIXMOR PROPERTY GROUP INC
18434,.0090023773,.9729985,.027737632,457321,.54703248,,.33333334,ALERUS FINANCIAL CORP
18441,.057017542,.96578944,.07090643,46723,-.074967526,,,SIRIUSPOINT LTD
18465,.015307229,.97454584,.023738932,796962,.77560896,,1,ANTERO RESOURCES CORP
18466,0,.75,0,261079,.27163309,,,SUBARU CORP
18467,.063305825,.98572278,.010647479,996044,-.00081341097,1,,FUJITSU LTD
18469,.0726877,.95544147,.03527195,1282541,.16912585,1,,FOUNDATION MEDICINE INC
18498,.028098747,.97301996,.016017403,1037681,.69173288,,1,MURPHY USA INC
18556,.14297795,.9273572,.021444164,346656,-.08071477,-.2,.43115944,CHEGG INC
18561,.059091508,.9755671,.020274125,1264130,.11720426,,,BENEFITFOCUS INC
18573,.059520096,.95543122,.086346455,1115035,-.068417713,0,,QTS REALTY TRUST INC
18578,.003085457,.98936808,.0067353589,20930257,.27518216,,.66000003,RE/MAX HOLDINGS INC
18608,.03110446,.95146143,.034416523,20998708,.21897715,,,ASSOCIATED MATERIALS  -REDH
18624,.099220783,.96320993,.038039103,22228113,.24851584,,.49265873,PREMIER INC
18630,.12284173,.95239723,.0219955,171190,.16118094,.19047619,.58699226,RINGCENTRAL INC
18635,.045681514,.93117166,.058548994,1557123,-.039141048,,,FIDELITY & GUARANTY LIFE
18636,.039083101,.97169983,.032628585,1336028,.30378893,-1,,DIAGEO PLC
18658,.035021245,.9603523,.042189382,1013935,.16216855,,,MACROGENICS INC
18675,.010599161,.97253025,.02592265,260161,-.22456133,0,.71428573,BURLINGTON STORES INC
18677,.052064892,.97025603,.03635554,1008518,.1463329,,,PATTERN ENERGY GROUP INC
18683,.061949976,.97720498,.01958115,22150537,.19004083,,.59090912,SCIENCE APPLICATIONS INTL CP
18689,.093696207,.93117338,.076450825,6026,-.017510714,.5,.58191842,VEEVA SYSTEMS INC
18699,.11859463,.97521836,.033428919,525718,.017713942,1,.50915879,PTC INC
18750,.050277099,.93000352,.085360423,20954281,.22783925,1,.4478339,CRITEO SA
18775,.053331733,.96010661,.016151594,706718,.4605661,,,SOUTHEASTERN GROCERS  -REDH
18838,.10870034,.95117784,.039032266,1306851,.21423523,,,BARRACUDA NETWORKS INC
18842,.014568925,.9694345,.013388876,20928425,.26322177,,,CONTAINER STORE GROUP
18869,.059440561,.97873795,.010331335,120919,.27662328,1,,WIX COM LTD
18872,.077239618,.96405721,.037366934,330374,-.064274527,,,TWITTER INC
18875,.012693308,.97977865,.01560954,157694,.068866916,.21724942,.54422146,EXP WORLD HOLDINGS INC
18888,.030585404,.97055328,.046549413,1384163,.27404621,,.33506495,AMNEAL PHARMACEUTICALS INC
18899,.053092919,.94966763,.050389159,508021,.130154,0,.61109638,TANDEM DIABETES CARE INC
18930,.029897593,.94775331,.036861382,714305,-.49558809,,,KARYOPHARM THERAPEUTICS INC
18947,.071029946,.96032494,.058989987,26319,.12542234,-.33333334,.59030306,VERACYTE INC
19000,.009740239,.94781899,.051113717,1205892,-.055531606,,.35624999,MARCUS & MILLICHAP INC
19021,0,1,0,7962949,1.6862822,,,PEKIN LIFE INSURANCE CO
19044,.097173795,.91070664,.11204722,578423,.09517239,0,.51308322,VARONIS SYSTEMS INC
19071,.013569124,.96293855,.026747547,21022337,1.0396162,,.49179897,CAMPING WORLD HOLDINGS INC
19094,.06666667,1,0,736594,.57891876,,,N B T BANCORP INC
19113,.048705619,.97324562,.018837327,1379952,.0275052,,,NISSAN MOTOR CO LTD
19149,.023386732,.95366544,.054369628,842979,-.35908648,1,-.33333334,ULTRAGENYX PHARMACEUTICAL
19163,.0049407547,.98864067,.0091338055,528025,.36589178,,,EXTENDED STAY AMERICA INC
19172,.026846848,.98666668,.026936937,1232281,1.9533336,,.5,GOLD.COM INC
19205,.024963062,.91890895,.17394432,74776,.17976595,,,CAPRICOR THERAPEUTICS INC
19274,.025556333,.98287535,.039116718,493259,.14725092,,,INOGEN INC
19305,.022584405,.96949542,.038424712,1379680,.37330452,,,PREFORMED LINE PRODUCTS CO
19349,.080493808,.98201513,.021304574,1314485,.22893105,.46000001,,SIEMENS AG
19352,.010971505,.98273659,.0094003379,1015017,.85703164,-.5,,CARE.COM INC
19366,0,1,0,20924539,1.4392481,,,SOMERSET TRUST HOLDING CO
19391,.012848496,.98068595,.034235142,303939,.18299714,,.2,MALIBU BOATS INC
19398,.0028158519,.98766196,.0072067501,647711,1.2947677,,,DENNYS CORP
19402,.006592399,.96715868,.037693065,1258394,.40516812,,,G-III APPAREL GROUP LTD
19417,0,1,.0625,409846,.26429763,,,ADVANZ PHARMA CORP LTD
19471,.026101401,.89561939,.0823588,32027,.71249127,,,REVANCE THERAPEUTICS INC
19484,0,.96810186,.21558768,22150695,.15762866,,,FTAI AVIATION LTD
19507,.025617752,.96831399,.028638214,22150605,1.3557851,,.57015377,OUTFRONT MEDIA INC
19516,.012945388,.97175324,.022244422,22165273,.53954613,,,INSTALLED BLDG PRODUCTS INC
19517,.042625457,.96387637,.039878979,922656,.22579575,,,ONE GAS INC
19525,.025210084,.96638656,.054621853,21010373,-.057179406,,,AGROFRESH SOLUTIONS INC
19565,.032451559,.9572866,.048368238,803183,.12127538,,,RIO TINTO GROUP
19574,.033273287,.97555542,.019011185,443193,.19743632,,.6227349,USA TODAY CO INC
19578,.041766815,.99114543,.0050377832,270843,.85089028,,,TRIBUNE PUBLISHING CO
19580,.019188287,.99779087,0,573517,-.21122834,,,TIME INC
19581,.035136312,.97181141,.017472319,574258,.75707775,,.50841272,LANDS' END INC
19647,.089196935,.96691155,.039362192,946082,.17735803,,.75071228,LENDINGCLUB CORP
19649,.087689459,.98420298,.012578795,1468159,.33495679,1,.55413747,SABRE CORP
19661,.034527145,.98921388,.0096805356,22145648,.53577077,,,TOYOTA MOTOR CORP
19713,.0081967209,1,0,806178,-.039851647,,.33582556,ATLANTIC UNION BANKSHRS CRP
19715,0,1,0,10345786,.18658404,,,CHANGING TECHNOLOGIES INC
19730,.061877333,.95632571,.049213052,20930340,.46400228,.66666669,.56316429,PAYLOCITY HOLDING CORP
19744,.14496356,.97663909,.046616696,1079921,-.072170831,,,JD.COM INC
19747,.20829087,.98245001,0,1141344,-.24172072,-1,,QUOTIENT TECHNOLOGY INC
19753,.049250353,.95057231,.0688705,1318676,.092513807,,.40574825,MAGNITE INC
19773,.13315403,.9774099,.0050256331,12940,.16205528,,,CASTLIGHT HEALTH INC
19784,.01852487,.95385933,.02761578,883357,-.28288913,,,EAGLE PHARMACEUTICALS INC
19802,.092156164,.96471798,.038870852,376276,.14678374,,.43274003,RIMINI STREET INC
19824,.013937451,.97562158,.027874902,237552,.090517297,,,ANGLOGOLD ASHANTI PLC
19843,.0096407235,.98814386,.0040577329,817333,.11835254,,,SMART & FINAL STORES INC
19845,.016306274,.95523155,.046023868,802035,-.22927764,,,LUMENIS LTD
19849,.15797475,.98170948,.054898836,476060,-.0044907699,1,,A10 NETWORKS INC
19858,.031129319,.97880739,.022682365,678236,.054259695,,,VERITIV CORP
19859,.023724681,.96286571,.056592271,65304,.44678196,,,AKEBIA THERAPEUTICS INC
19873,.017718736,.97010332,.029901596,22142788,.85924858,,1,WASHINGTON TR BANCORP INC
19876,.01119403,.99253732,.0074626864,22230526,.4454422,,,KING DIGITAL ENTERTAINMENT
19881,.13526398,.94582087,.011051437,913399,.49981371,.66666669,,2U INC
19906,.038276531,.94207877,.017119994,932399,.69002682,,,GRUBHUB INC
19908,.14799634,.93269765,.043304399,654258,.27367899,0,.49220783,FIVE9 INC
19927,.012177169,.9658345,.085582629,22230717,-.31377053,,.40476191,MOELIS & CO
19987,.008585114,.96967578,.085961677,324335,.17491649,,-1,AECON GROUP INC
19998,.03654895,.96653724,.038262919,20998212,.044709839,0,,MEDPACE HOLDINGS INC
20011,.021126803,.97606027,.02535018,22230411,-.071464807,,.34188035,METALLUS INC
20019,.019318208,.98807138,.015905239,20921558,.35666269,,-.52777779,CVB FINANCIAL CORP
20020,.012739371,.98726058,0,22231511,-.29662699,,,CIVEO CORP
20044,.025957558,.96259522,.031799171,601238,.40562111,,.53934574,BGSF INC
20067,.035952576,.97545773,.02452939,22146319,.62321866,,,INTERCONTINENTAL HOTELS GRP
20088,.12866333,.93179286,.079939827,1208331,.44437692,.54000002,.38327581,BOX INC
20109,.0078096325,.97312438,.025133446,7960613,.72025591,,,CAPITAL CITY BK GROUP INC
20115,.018863458,.97217423,.052687116,1137775,.32904306,,,PHIBRO ANIMAL HEALTH CORP
20116,.043375075,.92753589,.05768434,7969086,.48689559,,.42923495,PAYCOM SOFTWARE INC
20126,.02447764,.97869754,.0092052007,732675,.63573039,,,ADVANCED DRAINAGE SYSTEMS
